TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
10;0;0.201;0.401;0.507;0.612;0.717;0.692;0.667;0.642;0.557;0.471;0.496;0.522;0.444;0.366;0.311;0.256;0.211;0.165;0.168;0.171;0.143;0.115;0.093;0.07;0.075;0.045;0.045;0.045;0.035;0.025;0.02;0.015;0.012;0.008;0.005;0.004;0.003;0.002;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11;0;0.221;0.441;0.557;0.673;0.789;0.761;0.734;0.706;0.612;0.519;0.546;0.574;0.488;0.403;0.342;0.281;0.232;0.182;0.185;0.188;0.157;0.127;0.102;0.077;0.083;0.05;0.05;0.05;0.039;0.028;0.022;0.017;0.013;0.009;0.006;0.004;0.003;0.002;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12;0;0.241;0.481;0.608;0.734;0.861;0.83;0.8;0.77;0.668;0.566;0.596;0.626;0.533;0.439;0.373;0.307;0.253;0.199;0.202;0.205;0.172;0.138;0.111;0.084;0.09;0.054;0.054;0.054;0.042;0.03;0.024;0.018;0.014;0.01;0.006;0.005;0.004;0.002;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13;0;0.261;0.522;0.658;0.795;0.932;0.9;0.867;0.834;0.724;0.613;0.645;0.678;0.577;0.476;0.404;0.332;0.274;0.215;0.218;0.222;0.186;0.15;0.121;0.091;0.098;0.059;0.059;0.059;0.046;0.033;0.026;0.02;0.015;0.011;0.007;0.005;0.004;0.003;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14;0;0.281;0.562;0.709;0.857;1.004;0.969;0.934;0.899;0.779;0.66;0.695;0.73;0.621;0.513;0.435;0.358;0.295;0.232;0.235;0.239;0.2;0.161;0.13;0.098;0.105;0.063;0.063;0.063;0.049;0.035;0.028;0.021;0.016;0.012;0.007;0.006;0.004;0.003;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15;0;0.301;0.602;0.76;0.918;1.076;1.038;1;0.963;0.835;0.707;0.745;0.782;0.666;0.549;0.466;0.384;0.316;0.248;0.252;0.256;0.214;0.173;0.139;0.105;0.113;0.068;0.068;0.068;0.053;0.038;0.03;0.023;0.018;0.013;0.008;0.006;0.005;0.003;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16;0;0.321;0.642;0.81;0.979;1.147;1.107;1.067;1.027;0.891;0.754;0.794;0.834;0.71;0.586;0.497;0.409;0.337;0.265;0.269;0.273;0.229;0.185;0.148;0.112;0.12;0.072;0.072;0.072;0.056;0.04;0.032;0.024;0.019;0.013;0.008;0.006;0.005;0.003;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17;0;0.341;0.682;0.861;1.04;1.219;1.177;1.134;1.091;0.946;0.801;0.844;0.887;0.755;0.622;0.529;0.435;0.358;0.281;0.286;0.29;0.243;0.196;0.158;0.119;0.128;0.077;0.077;0.077;0.06;0.043;0.034;0.026;0.02;0.014;0.009;0.007;0.005;0.003;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18;0;0.361;0.722;0.912;1.101;1.291;1.246;1.201;1.155;1.002;0.849;0.894;0.939;0.799;0.659;0.56;0.46;0.379;0.298;0.302;0.307;0.257;0.208;0.167;0.126;0.135;0.081;0.081;0.081;0.063;0.045;0.036;0.027;0.021;0.015;0.009;0.007;0.005;0.004;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19;0;0.381;0.762;0.962;1.162;1.363;1.315;1.267;1.22;1.058;0.896;0.943;0.991;0.843;0.696;0.591;0.486;0.4;0.314;0.319;0.324;0.272;0.219;0.176;0.133;0.143;0.086;0.086;0.086;0.067;0.048;0.038;0.029;0.022;0.016;0.01;0.008;0.006;0.004;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20;0;0.401;0.802;1.013;1.224;1.434;1.384;1.334;1.284;1.113;0.943;0.993;1.043;0.888;0.732;0.622;0.512;0.421;0.331;0.336;0.341;0.286;0.231;0.186;0.14;0.15;0.09;0.09;0.09;0.07;0.05;0.04;0.03;0.023;0.017;0.01;0.008;0.006;0.004;0.002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21;0;0.447;0.895;1.168;1.442;1.696;1.69;1.683;1.677;1.552;1.426;1.507;1.587;1.457;1.327;1.233;1.139;1.063;0.987;0.991;1.005;0.96;0.916;0.88;0.845;0.854;0.809;0.809;0.809;0.796;0.783;0.774;0.765;0.759;0.753;0.747;0.745;0.744;0.742;0.74;0.738;0.73;0.721;0.713;0.704;0.696;0.687;0.679;0.67;0.661;0.653;0.645;0.638;0.63;0.623;0.615;0.608;0.6;0.593;0.585;0.578;0.551;0.525;0.499;0.472;0.446;0.419;0.393;0.367;0.34;0.314
22;0;0.493;0.987;1.324;1.661;1.958;1.995;2.033;2.07;1.99;1.91;2.02;2.13;2.026;1.922;1.845;1.767;1.705;1.643;1.646;1.669;1.635;1.601;1.575;1.549;1.557;1.529;1.529;1.529;1.523;1.517;1.509;1.5;1.495;1.49;1.484;1.483;1.481;1.48;1.478;1.476;1.459;1.442;1.425;1.408;1.391;1.374;1.357;1.34;1.323;1.306;1.291;1.276;1.261;1.246;1.231;1.216;1.201;1.186;1.171;1.155;1.103;1.05;0.997;0.944;0.892;0.839;0.786;0.733;0.681;0.628
23;0;0.54;1.079;1.479;1.88;2.22;2.301;2.382;2.463;2.428;2.393;2.534;2.674;2.595;2.517;2.456;2.395;2.347;2.299;2.301;2.333;2.309;2.286;2.269;2.253;2.26;2.248;2.248;2.248;2.249;2.25;2.243;2.236;2.231;2.226;2.222;2.22;2.219;2.217;2.216;2.215;2.189;2.163;2.138;2.112;2.087;2.061;2.036;2.01;1.984;1.959;1.936;1.914;1.891;1.869;1.846;1.823;1.801;1.778;1.756;1.733;1.654;1.575;1.496;1.417;1.338;1.258;1.179;1.1;1.021;0.942
24;0;0.586;1.172;1.635;2.098;2.481;2.606;2.732;2.857;2.867;2.877;3.047;3.218;3.164;3.111;3.067;3.023;2.989;2.955;2.956;2.997;2.984;2.971;2.964;2.957;2.963;2.967;2.967;2.967;2.975;2.983;2.977;2.971;2.967;2.963;2.959;2.958;2.956;2.955;2.954;2.953;2.919;2.885;2.851;2.816;2.782;2.748;2.714;2.68;2.646;2.612;2.582;2.552;2.522;2.491;2.461;2.431;2.401;2.371;2.341;2.311;2.205;2.1;1.994;1.889;1.783;1.678;1.572;1.467;1.361;1.256
25;0;0.632;1.264;1.79;2.317;2.743;2.912;3.081;3.25;3.305;3.36;3.561;3.761;3.734;3.706;3.679;3.651;3.631;3.611;3.611;3.661;3.658;3.656;3.658;3.661;3.666;3.686;3.686;3.686;3.701;3.716;3.711;3.706;3.703;3.699;3.696;3.695;3.694;3.693;3.692;3.691;3.648;3.606;3.563;3.521;3.478;3.435;3.393;3.35;3.307;3.265;3.227;3.19;3.152;3.114;3.077;3.039;3.001;2.964;2.926;2.889;2.757;2.625;2.493;2.361;2.229;2.097;1.965;1.833;1.702;1.57
26;0;0.678;1.356;1.946;2.536;3.005;3.218;3.43;3.643;3.743;3.843;4.074;4.305;4.303;4.301;4.29;4.279;4.273;4.267;4.266;4.325;4.333;4.341;4.353;4.365;4.369;4.405;4.405;4.405;4.427;4.449;4.445;4.441;4.439;4.436;4.433;4.432;4.432;4.431;4.43;4.429;4.378;4.327;4.276;4.225;4.173;4.122;4.071;4.02;3.969;3.918;3.873;3.827;3.782;3.737;3.692;3.647;3.602;3.557;3.512;3.466;3.308;3.15;2.992;2.833;2.675;2.517;2.358;2.2;2.042;1.884
27;0;0.724;1.448;2.101;2.754;3.267;3.523;3.78;4.036;4.182;4.327;4.588;4.849;4.872;4.896;4.901;4.907;4.915;4.923;4.921;4.989;5.007;5.026;5.048;5.069;5.072;5.124;5.124;5.124;5.153;5.183;5.179;5.176;5.174;5.172;5.17;5.17;5.169;5.169;5.168;5.167;5.108;5.048;4.988;4.929;4.869;4.809;4.75;4.69;4.63;4.571;4.518;4.465;4.413;4.36;4.307;4.255;4.202;4.149;4.097;4.044;3.859;3.675;3.49;3.305;3.121;2.936;2.752;2.567;2.382;2.198
28;0;0.77;1.541;2.257;2.973;3.529;3.829;4.129;4.429;4.62;4.81;5.101;5.392;5.441;5.49;5.512;5.535;5.557;5.579;5.576;5.653;5.682;5.711;5.742;5.773;5.775;5.843;5.843;5.843;5.88;5.916;5.914;5.912;5.91;5.909;5.908;5.907;5.907;5.906;5.906;5.906;5.837;5.769;5.701;5.633;5.565;5.496;5.428;5.36;5.292;5.224;5.163;5.103;5.043;4.983;4.923;4.863;4.802;4.742;4.682;4.622;4.411;4.2;3.989;3.778;3.567;3.356;3.145;2.934;2.723;2.512
29;0;0.816;1.633;2.412;3.192;3.79;4.134;4.478;4.822;5.058;5.294;5.615;5.936;6.01;6.085;6.124;6.162;6.199;6.235;6.231;6.317;6.357;6.396;6.437;6.477;6.478;6.563;6.563;6.563;6.606;6.649;6.648;6.647;6.646;6.646;6.645;6.645;6.644;6.644;6.644;6.644;6.567;6.49;6.414;6.337;6.26;6.183;6.107;6.03;5.953;5.877;5.809;5.741;5.673;5.606;5.538;5.47;5.403;5.335;5.267;5.2;4.962;4.725;4.487;4.25;4.013;3.775;3.538;3.3;3.063;2.825
30;0;0.863;1.725;2.568;3.41;4.052;4.44;4.828;5.216;5.496;5.777;6.128;6.479;6.58;6.68;6.735;6.79;6.84;6.891;6.886;6.981;7.031;7.081;7.131;7.181;7.181;7.282;7.282;7.282;7.332;7.382;7.382;7.382;7.382;7.382;7.382;7.382;7.382;7.382;7.382;7.382;7.297;7.212;7.126;7.041;6.956;6.871;6.785;6.7;6.615;6.53;6.454;6.379;6.304;6.229;6.153;6.078;6.003;5.928;5.853;5.777;5.513;5.25;4.986;4.722;4.458;4.195;3.931;3.667;3.403;3.139
31;0;0.908;1.815;2.701;3.587;4.281;4.675;5.07;5.464;5.764;6.064;6.441;6.818;6.95;7.081;7.137;7.194;7.237;7.28;7.261;7.348;7.416;7.484;7.503;7.523;7.575;7.669;7.645;7.621;7.699;7.777;7.749;7.721;7.721;7.721;7.721;7.736;7.75;7.764;7.779;7.793;7.699;7.604;7.51;7.415;7.321;7.226;7.132;7.037;6.943;6.848;6.769;6.69;6.611;6.532;6.453;6.374;6.295;6.216;6.137;6.058;5.787;5.515;5.244;4.972;4.701;4.43;4.158;3.887;3.615;3.344
32;0;0.953;1.906;2.834;3.763;4.509;4.911;5.312;5.713;6.032;6.351;6.754;7.157;7.32;7.482;7.54;7.597;7.633;7.669;7.636;7.715;7.801;7.888;7.876;7.864;7.968;8.056;8.008;7.96;8.066;8.172;8.116;8.06;8.06;8.06;8.06;8.089;8.118;8.147;8.176;8.205;8.101;7.997;7.893;7.79;7.686;7.582;7.479;7.375;7.271;7.167;7.085;7.002;6.919;6.836;6.753;6.67;6.588;6.505;6.422;6.339;6.06;5.781;5.502;5.223;4.944;4.665;4.386;4.107;3.828;3.549
33;0;0.998;1.996;2.968;3.94;4.738;5.146;5.554;5.962;6.3;6.638;7.067;7.496;7.69;7.884;7.942;8;8.029;8.058;8.011;8.082;8.186;8.291;8.248;8.205;8.361;8.443;8.371;8.299;8.433;8.568;8.483;8.399;8.399;8.399;8.399;8.442;8.486;8.529;8.572;8.616;8.503;8.39;8.277;8.164;8.051;7.938;7.825;7.712;7.599;7.486;7.4;7.313;7.226;7.14;7.053;6.966;6.88;6.793;6.706;6.62;6.333;6.046;5.76;5.473;5.187;4.9;4.613;4.327;4.04;3.753
34;0;1.043;2.086;3.101;4.116;4.967;5.381;5.796;6.211;6.568;6.925;7.38;7.835;8.06;8.285;8.344;8.403;8.425;8.447;8.386;8.449;8.572;8.694;8.62;8.546;8.754;8.83;8.734;8.638;8.8;8.963;8.85;8.738;8.738;8.738;8.738;8.796;8.854;8.911;8.969;9.027;8.905;8.783;8.661;8.538;8.416;8.294;8.172;8.05;7.928;7.805;7.715;7.624;7.534;7.443;7.353;7.263;7.172;7.082;6.991;6.901;6.606;6.312;6.018;5.724;5.429;5.135;4.841;4.546;4.252;3.958
35;0;1.088;2.177;3.235;4.293;5.196;5.617;6.038;6.459;6.835;7.212;7.693;8.174;8.43;8.686;8.746;8.806;8.821;8.836;8.761;8.816;8.957;9.097;8.992;8.887;9.147;9.218;9.097;8.977;9.167;9.358;9.218;9.077;9.077;9.077;9.077;9.149;9.222;9.294;9.366;9.438;9.307;9.175;9.044;8.913;8.781;8.65;8.518;8.387;8.256;8.124;8.03;7.936;7.841;7.747;7.653;7.559;7.464;7.37;7.276;7.181;6.88;6.578;6.276;5.974;5.672;5.37;5.068;4.766;4.464;4.162
36;0;1.123;2.247;3.357;4.467;5.392;5.821;6.251;6.68;7.074;7.468;7.953;8.437;8.696;8.955;9.023;9.091;9.123;9.155;9.083;9.147;9.281;9.414;9.34;9.266;9.492;9.549;9.462;9.376;9.539;9.701;9.589;9.476;9.483;9.49;9.496;9.544;9.592;9.64;9.687;9.735;9.602;9.469;9.336;9.202;9.069;8.936;8.803;8.67;8.536;8.403;8.307;8.211;8.115;8.019;7.923;7.827;7.731;7.634;7.538;7.442;7.129;6.816;6.502;6.189;5.876;5.562;5.249;4.936;4.622;4.309
37;0;1.158;2.317;3.479;4.642;5.589;6.026;6.463;6.901;7.313;7.725;8.213;8.7;8.962;9.224;9.3;9.376;9.425;9.474;9.405;9.478;9.605;9.731;9.688;9.645;9.837;9.88;9.827;9.775;9.91;10.044;9.96;9.876;9.889;9.902;9.916;9.939;9.962;9.985;10.009;10.032;9.897;9.762;9.627;9.492;9.357;9.222;9.087;8.952;8.817;8.682;8.584;8.486;8.388;8.29;8.193;8.095;7.997;7.899;7.801;7.703;7.378;7.053;6.729;6.404;6.079;5.754;5.43;5.105;4.78;4.455
38;0;1.194;2.387;3.602;4.816;5.785;6.231;6.676;7.121;7.552;7.982;8.472;8.963;9.228;9.492;9.577;9.661;9.727;9.793;9.727;9.809;9.929;10.048;10.036;10.024;10.182;10.211;10.192;10.174;10.281;10.387;10.331;10.275;10.295;10.315;10.335;10.334;10.333;10.331;10.33;10.329;10.192;10.055;9.918;9.782;9.645;9.508;9.371;9.234;9.098;8.961;8.861;8.761;8.662;8.562;8.462;8.363;8.263;8.163;8.064;7.964;7.628;7.291;6.955;6.619;6.283;5.947;5.61;5.274;4.938;4.602
39;0;1.229;2.457;3.724;4.991;5.982;6.435;6.889;7.342;7.79;8.239;8.732;9.226;9.493;9.761;9.853;9.946;10.029;10.112;10.049;10.14;10.253;10.365;10.384;10.403;10.527;10.542;10.558;10.574;10.652;10.73;10.702;10.674;10.701;10.727;10.754;10.728;10.703;10.677;10.651;10.626;10.487;10.349;10.21;10.071;9.933;9.794;9.655;9.517;9.378;9.24;9.138;9.037;8.935;8.834;8.732;8.631;8.529;8.428;8.326;8.225;7.877;7.529;7.182;6.834;6.486;6.139;5.791;5.443;5.096;4.748
40;0;1.264;2.528;3.847;5.165;6.178;6.64;7.101;7.563;8.029;8.495;8.992;9.488;9.759;10.03;10.13;10.231;10.331;10.431;10.371;10.471;10.577;10.682;10.732;10.782;10.873;10.873;10.923;10.973;11.023;11.073;11.073;11.073;11.107;11.14;11.173;11.123;11.073;11.023;10.973;10.923;10.782;10.642;10.501;10.361;10.221;10.08;9.94;9.799;9.659;9.518;9.415;9.312;9.209;9.105;9.002;8.899;8.795;8.692;8.589;8.485;8.126;7.767;7.408;7.049;6.69;6.331;5.972;5.613;5.254;4.895
41;0;1.295;2.59;3.934;5.278;6.301;6.787;7.273;7.759;8.2;8.64;9.128;9.617;9.874;10.13;10.25;10.369;10.469;10.57;10.506;10.606;10.703;10.8;10.85;10.901;10.993;10.993;11.042;11.091;11.16;11.23;11.222;11.214;11.247;11.28;11.314;11.279;11.244;11.209;11.174;11.139;10.997;10.854;10.712;10.57;10.427;10.285;10.142;10;9.857;9.715;9.608;9.502;9.395;9.288;9.181;9.075;8.968;8.861;8.755;8.648;8.283;7.917;7.552;7.187;6.821;6.456;6.091;5.726;5.36;4.995
42;0;1.326;2.652;4.021;5.39;6.423;6.934;7.445;7.956;8.37;8.784;9.265;9.745;9.988;10.231;10.369;10.507;10.608;10.708;10.642;10.74;10.829;10.919;10.969;11.019;11.113;11.113;11.161;11.21;11.298;11.386;11.37;11.354;11.387;11.421;11.454;11.435;11.415;11.395;11.376;11.356;11.212;11.067;10.923;10.778;10.634;10.489;10.345;10.201;10.056;9.912;9.802;9.691;9.581;9.471;9.361;9.251;9.141;9.031;8.92;8.81;8.439;8.067;7.696;7.324;6.953;6.581;6.21;5.838;5.467;5.095
43;0;1.357;2.714;4.108;5.502;6.546;7.081;7.617;8.152;8.541;8.929;9.401;9.874;10.102;10.331;10.488;10.646;10.746;10.846;10.777;10.875;10.956;11.037;11.087;11.137;11.234;11.234;11.281;11.328;11.435;11.543;11.518;11.494;11.528;11.561;11.595;11.59;11.586;11.581;11.577;11.573;11.426;11.28;11.133;10.987;10.84;10.694;10.548;10.401;10.255;10.108;9.995;9.881;9.768;9.654;9.541;9.427;9.313;9.2;9.086;8.973;8.595;8.217;7.84;7.462;7.084;6.706;6.329;5.951;5.573;5.196
44;0;1.388;2.776;4.196;5.615;6.668;7.228;7.789;8.349;8.711;9.073;9.538;10.002;10.217;10.431;10.608;10.784;10.885;10.985;10.913;11.009;11.082;11.155;11.206;11.256;11.354;11.354;11.4;11.446;11.573;11.699;11.667;11.635;11.668;11.702;11.735;11.746;11.757;11.768;11.778;11.789;11.641;11.492;11.344;11.195;11.047;10.899;10.75;10.602;10.453;10.305;10.188;10.071;9.954;9.837;9.72;9.603;9.486;9.369;9.252;9.135;8.751;8.367;7.983;7.6;7.216;6.832;6.448;6.064;5.68;5.296
45;0;1.419;2.838;4.283;5.727;6.79;7.375;7.96;8.546;8.882;9.218;9.674;10.13;10.331;10.532;10.727;10.923;11.023;11.123;11.048;11.143;11.209;11.274;11.324;11.374;11.474;11.474;11.519;11.565;11.71;11.855;11.815;11.775;11.809;11.842;11.876;11.902;11.928;11.954;11.98;12.006;11.855;11.705;11.555;11.404;11.254;11.103;10.953;10.802;10.652;10.501;10.381;10.261;10.14;10.02;9.9;9.779;9.659;9.539;9.418;9.298;8.908;8.517;8.127;7.737;7.347;6.957;6.567;6.176;5.786;5.396
46;0;1.439;2.879;4.348;5.817;6.887;7.471;8.055;8.64;8.969;9.298;9.754;10.211;10.412;10.614;10.81;11.007;11.107;11.208;11.132;11.228;11.301;11.374;11.434;11.494;11.595;11.615;11.66;11.705;11.841;11.978;11.956;11.934;11.967;12.001;12.034;12.059;12.085;12.11;12.135;12.16;12.01;11.86;11.71;11.56;11.41;11.26;11.11;10.96;10.81;10.66;10.538;10.416;10.293;10.171;10.049;9.927;9.805;9.683;9.56;9.438;9.042;8.646;8.25;7.853;7.457;7.061;6.665;6.269;5.873;5.476
47;0;1.459;2.919;4.413;5.908;6.983;7.567;8.15;8.734;9.056;9.378;9.834;10.291;10.493;10.696;10.894;11.091;11.191;11.292;11.217;11.312;11.393;11.474;11.545;11.615;11.715;11.755;11.8;11.845;11.973;12.1;12.096;12.092;12.126;12.159;12.192;12.217;12.241;12.266;12.29;12.315;12.165;12.016;11.866;11.716;11.567;11.417;11.267;11.118;10.968;10.818;10.694;10.57;10.446;10.322;10.199;10.075;9.951;9.827;9.703;9.579;9.176;8.774;8.372;7.97;7.568;7.165;6.763;6.361;5.959;5.557
48;0;1.479;2.959;4.478;5.998;7.079;7.662;8.245;8.828;9.143;9.458;9.915;10.371;10.575;10.778;10.977;11.175;11.276;11.376;11.301;11.396;11.485;11.575;11.655;11.735;11.835;11.896;11.941;11.986;12.104;12.223;12.237;12.251;12.284;12.318;12.351;12.375;12.398;12.422;12.446;12.469;12.32;12.171;12.022;11.872;11.723;11.574;11.425;11.275;11.126;10.977;10.851;10.725;10.6;10.474;10.348;10.222;10.096;9.971;9.845;9.719;9.311;8.903;8.494;8.086;7.678;7.27;6.862;6.453;6.045;5.637
49;0;1.499;2.999;4.544;6.088;7.175;7.758;8.34;8.923;9.231;9.539;9.995;10.451;10.656;10.86;11.06;11.26;11.36;11.46;11.385;11.48;11.578;11.675;11.765;11.855;11.956;12.036;12.081;12.126;12.236;12.345;12.377;12.409;12.443;12.476;12.509;12.532;12.555;12.578;12.601;12.624;12.475;12.326;12.177;12.028;11.88;11.731;11.582;11.433;11.284;11.135;11.008;10.88;10.753;10.625;10.497;10.37;10.242;10.115;9.987;9.859;9.445;9.031;8.617;8.203;7.788;7.374;6.96;6.546;6.131;5.717
50;0;1.52;3.039;4.609;6.178;7.272;7.853;8.435;9.017;9.318;9.619;10.075;10.532;10.737;10.943;11.143;11.344;11.444;11.545;11.469;11.565;11.67;11.775;11.876;11.976;12.076;12.176;12.222;12.267;12.367;12.467;12.517;12.568;12.601;12.634;12.668;12.69;12.712;12.734;12.756;12.778;12.63;12.481;12.333;12.184;12.036;11.888;11.739;11.591;11.442;11.294;11.164;11.035;10.906;10.776;10.647;10.517;10.388;10.259;10.129;10;9.58;9.159;8.739;8.319;7.899;7.478;7.058;6.638;6.218;5.797
51;0;1.54;3.079;4.669;6.259;7.358;7.938;8.519;9.099;9.39;9.681;10.147;10.614;10.808;11.003;11.204;11.404;11.515;11.627;11.561;11.667;11.77;11.874;11.984;12.094;12.196;12.297;12.352;12.407;12.517;12.628;12.678;12.728;12.768;12.807;12.846;12.868;12.89;12.911;12.933;12.955;12.805;12.655;12.505;12.355;12.205;12.054;11.904;11.754;11.604;11.454;11.323;11.191;11.06;10.929;10.797;10.666;10.535;10.403;10.272;10.14;9.714;9.288;8.862;8.436;8.01;7.584;7.158;6.732;6.306;5.88
52;0;1.56;3.119;4.729;6.339;7.444;8.023;8.602;9.181;9.462;9.743;10.22;10.696;10.88;11.063;11.264;11.464;11.587;11.709;11.652;11.769;11.871;11.972;12.092;12.213;12.317;12.417;12.482;12.548;12.668;12.788;12.838;12.889;12.934;12.979;13.025;13.046;13.067;13.089;13.11;13.131;12.98;12.828;12.676;12.525;12.373;12.221;12.07;11.918;11.766;11.615;11.481;11.348;11.215;11.081;10.948;10.814;10.681;10.548;10.414;10.281;9.849;9.417;8.985;8.553;8.121;7.689;7.258;6.826;6.394;5.962
